識別番号,頻出度,分野,頁,正誤1,問題番号,文章,漢字,読み,送り仮名,補足
310,A,a読み,⑥,,40,袖珍本を携帯する。,袖珍,しゅうちん,,音読み
311,A,a読み,⑥,x,41,修験者が兜巾をかぶっている。,兜巾,ときん,,音読み
312,A,a読み,⑥,x,42,佳肴に舌鼓を打つ。,佳肴,かこう,,音読み
313,A,a読み,⑥,,43,山中にはいくつかの邑落がある。,邑落,ゆうらく,,音読み
314,A,a読み,⑥,x,44,全会一致で社長に推挽された。,推挽,すいばん,,音読み
315,A,a読み,⑥,x,45,禾黍の生長を楽しみにする。,禾黍,かしょ,,音読み
316,A,a読み,⑥,x,46,帰国の允許をいただいた。,允許,いんきょ,,音読み
317,A,a読み,⑥,x,47,備蓄しておいた稲粟。,稲粟,とうぞく,,音読み
318,A,a読み,⑥,,48,瞑想にふけり無碍の境地に達した。,無碍,むげ,,音読み
319,A,a読み,⑥,,49,戦争では尖兵として戦った。,尖兵,せんぺい,,音読み
320,A,a読み,⑥,x,50,引きあげられた船が曳航される。,曳航,えいこう,,音読み
321,A,a読み,⑥,x,51,彼の凋落ぶりは目を覆うばかりだ。,凋落,ちょうらく,,音読み
322,A,a読み,⑥,,52,廟議により決定が下された。,廟議,びょうぎ,,音読み
323,A,a読み,⑥,x,53,中国の朔北の地を訪れる。,朔北,さくほく,,音読み
324,A,a読み,⑥,x,54,苧麻の繊維で布を織り縄を作る。,苧麻,ちょま,,音読み
325,A,a読み,⑦,,1,研究論文は五百ページに亘る。,亘,わた,る,訓読み
326,A,a読み,⑦,x,2,永年の苦労を嘉して賞が与えられた。,嘉,よみ,する,訓読み
327,A,a読み,⑦,,3,お呪いのおかげでうまくできた。,呪,まじな,い,訓読み
328,A,a読み,⑦,,4,顎足つきの招待を受ける。,顎,あご,,訓読み
329,A,a読み,⑦,,5,一日の出来事を具に報告する。,具,つぶさ,,訓読み
330,A,a読み,⑦,,6,日本の発酵食品には麹が必要だ。,麹,こうじ,,訓読み
331,A,a読み,⑦,x,7,蕗の葉を傘代わりにする。,蕗,ふき,,訓読み
332,A,a読み,⑦,x,8,貴婦人が礼装時に檜扇を持つ。,檜扇,ひおうぎ,,訓読み
333,A,a読み,⑦,x,9,霊験灼な神社にお参りする。,灼,あらたか,,訓読み
334,A,a読み,⑦,,10,鍍金がはげる。,鍍金,めっき,,訓読み
335,A,a読み,⑦,,11,息子は鍔のない帽子が好きだ。,鍔,つば,,訓読み
336,A,a読み,⑦,,12,屋根に梯子をかける。,梯子,はしご,,訓読み
337,A,a読み,⑦,,13,夕暮れの茜雲がきれいだ。,茜,あかね,,訓読み
338,A,a読み,⑦,x,14,両親の生活は約やかなものだった。,約,つづま,やか,訓読み
339,A,a読み,⑦,x,15,蕊は花の生殖器官だ。,蕊,しべ,,訓読み
340,A,a読み,⑦,x,16,源氏物語の四十八巻は早蕨だ。,早蕨,さわらび,,訓読み
341,A,a読み,⑦,,17,虫が集っている。,集,たか,る,訓読み
342,A,a読み,⑦,,18,花々の郁しい香をかぐ。,郁,かぐわ,しい,訓読み
343,A,a読み,⑦,x,19,孟浩然の広陵に之くを送る。,之,ゆ,く,訓読み
344,A,a読み,⑦,x,20,総力を挙げて塘を築く。,塘,つつみ,,訓読み
345,A,a読み,⑦,,21,コップの水が零れる。,零,こぼ,れる,訓読み
346,A,a読み,⑦,,22,杏の実をジャムにする。,杏,あんず,,訓読み
347,A,a読み,⑦,,23,元の鞘におさまった。,鞘,さや,,訓読み
348,A,a読み,⑦,x,24,孫に濃やかな愛情を注ぐ。,濃,こま,やか,訓読み
349,A,a読み,⑦,x,25,一面の禾穎が秋を告げている。,禾穎,かえい,,音読み
350,A,a読み,⑦,,26,塵芥の処理をきちんと行う。,塵芥,じんかい,,音読み
351,A,a読み,⑦,,27,大王は卜占にて政事を執り行った。,卜占,ぼくせん,,音読み
352,A,a読み,⑦,,28,暁闇をついて旅路に就いた。,暁闇,ぎょうあん,,音読み
353,A,a読み,⑦,,29,ここに収入印紙を貼用する。,貼用,ちょうよう,,音読み
354,A,a読み,⑦,x,30,荻花の風景に秋を感じる。,荻花,てきか,,音読み
355,A,a読み,⑦,x,31,甥姪が集まり祝ってくれた。,甥姪,せいてつ,,音読み
356,A,a読み,⑦,x,32,橋の勾欄に見事な装飾が施されている。,勾欄,こうらん,,音読み
357,A,a読み,⑦,,33,その生き物は木の穴に棲息する。,棲息,せいそく,,音読み
358,A,a読み,⑦,x,34,路傍で拾った子犬を鍾愛する。,鍾愛,しょうあい,,音読み
359,A,a読み,⑦,,35,彼女の湛然とした態度に感心する。,湛然,たんぜん,,音読み
360,A,a読み,⑦,,36,師のご叱正を仰いだ。,叱正,しっせい,,音読み
361,A,a読み,⑦,,37,凋残の姿に切なさをおぼえる。,凋残,ちょうざん,,音読み
362,A,a読み,⑦,,38,失敗した事業の赤字を補塡する。,補塡,ほてん,,音読み
363,A,a読み,⑦,x,39,穢れた世界を厭離する。,厭離,おんり,,音読み
364,A,a読み,⑦,,40,美しい景色を前に名諺を口ずさむ。,名諺,めいげん,,音読み
365,A,a読み,⑦,,41,舌尖鋭く相手に詰め寄る。,舌尖,ぜっせん,,音読み
366,A,a読み,⑦,,42,敵軍の将は焚刑に処せられた。,焚刑,ふんけい,,音読み
367,A,a読み,⑦,x,43,時に蟹行鳥跡に倦みたる眼を移す。,蟹行,かいこう,,音読み
368,A,a読み,⑦,,44,沃土を耕して作物を作る。,沃土,よくど,,音読み
369,A,a読み,⑦,,45,老爺が道具の手入れをしている。,老爺,ろうや,,音読み
370,A,a読み,⑦,x,46,閏月がある年を調べる。,閏月,じゅんげつ,,音読み
371,A,a読み,⑦,,47,秋になると鮭が川を遡上する。,遡上,そじょう,,音読み
372,A,a読み,⑦,x,48,裁判官が証人に審訊する。,審訊,しんじん,,音読み
373,A,a読み,⑦,,49,両軍相まみえて剣戟を振るう。,剣戟,けんげき,,音読み
374,A,a読み,⑦,x,50,殿の前に膝行して寄る。,膝行,しっこう,,音読み
375,A,a読み,⑦,x,51,皇帝の前にして神妙に叩首する。,叩首,こうしゅ,,音読み
376,A,a読み,⑦,x,52,花蕊から柔らかな香りがする。,花蕊,かずい,,音読み
377,A,a読み,⑦,,53,酒や賭け事に耽溺する。,耽溺,たんでき,,音読み
378,A,a読み,⑦,,54,契約書に署名とともに押捺する。,押捺,おうなつ,,音読み
379,A,b表外読み,①,,1,頑に心を閉ざす。,頑,かたくな,,表外読み
380,A,b表外読み,①,x,2,事業の失敗を憾む。,憾,うら,む,表外読み
381,A,b表外読み,①,,3,転んで強かに腰を打った。,強,したた,か,表外読み
382,A,b表外読み,①,,4,慈善事業に与する。,与,くみ,する,表外読み
383,A,b表外読み,①,,5,使途不明のゆくえを糾す。,糾,ただ,す,表外読み
384,A,b表外読み,①,x,6,過去をあれこれ論う。,論,あげつら,う,表外読み
385,A,b表外読み,①,,7,お祭りに託けて大騒ぎする。,託,かこつ,ける,表外読み
386,A,b表外読み,①,,8,バチカンでローマ法王に見える。,見,まみ,える,表外読み
387,A,b表外読み,①,x,9,態とらしい大げさな反応をする。,態,わざ,,表外読み
388,A,b表外読み,①,x,10,約めて言えば、これが結論です。,約,つづ,める,表外読み
389,A,b表外読み,①,,11,偏に皆様のご協力のお陰です。,偏,ひとえ,,表外読み
390,A,b表外読み,①,x,12,裏切り行為を知って激しく詰った。,詰,なじ,る,表外読み
391,A,b表外読み,①,,13,お年寄りを労る心が大切だ。,労,いたわ,る,表外読み
392,A,b表外読み,①,x,14,物語の主人公に擬える。,擬,なぞら,える,表外読み
393,A,b表外読み,①,,15,件の儲け話はうさん臭い。,件,くだん,,表外読み
394,A,b表外読み,①,,16,漢字の読み書きに長けている。,長,た,ける,表外読み
395,A,b表外読み,①,,17,夢物語に現をぬかす。,現,うつつ,,表外読み
396,A,b表外読み,①,,18,友人の立場を慮って対処する。,慮,おもんぱか,る,表外読み
397,A,b表外読み,①,,19,事件を発端から具に調べる。,具,つぶさ,,表外読み
398,A,b表外読み,①,,20,屋外は風が吹き遊んでいる。,遊,すさ,ぶ,表外読み
399,A,b表外読み,①,x,21,行き場を失って屯する。,屯,たむろ,,表外読み
400,A,b表外読み,①,x,22,生死の掟に殉う。,殉,したが,う,表外読み
401,A,b表外読み,①,x,23,戦禍の悲惨さに心が惨む。,惨,いた,む,表外読み
402,A,b表外読み,①,,24,内情を徐に明かした。,徐,おもむろ,,表外読み
403,A,b表外読み,①,,25,君主の暴虐ぶりに皆戦いた。,戦,おのの,く,表外読み
404,A,b表外読み,①,,26,蟻が残飯に集っている。,集,たか,る,表外読み
405,A,b表外読み,①,,27,芸能人に肖って同じ髪型にする。,肖,あやか,る,表外読み
406,A,b表外読み,①,x,28,蓮の台の半座を分かつ。,台,うてな,,表外読み
407,A,b表外読み,①,,29,悪い慣習は革めるべきだ。,革,あらた,める,表外読み
408,A,b表外読み,①,,30,気持ちが自然に解れた。,解,ほぐ,す,表外読み
409,A,b表外読み,①,,31,師匠に扱かれて腕を上げる。,扱,しご,く,表外読み
410,A,b表外読み,①,x,32,シテとして尉を担う。,尉,じょう,,表外読み
411,A,b表外読み,①,x,33,瓶の括れた部分を持つ。,括,くび,れる,表外読み
412,A,b表外読み,①,x,34,参加には某かのお金が必要です。,某,なにがし,,表外読み
413,A,b表外読み,①,x,35,膨大な資料を閲する。,閲,けみ,する,表外読み
414,A,b表外読み,①,x,36,工場設立から五十年に垂とする。,垂,なんなん,,表外読み
415,A,b表外読み,①,,37,機械の調子は概ね良好です。,概,おおむ,ね,表外読み
416,A,b表外読み,①,,38,大将が殿に控える。,殿,しんがり,,表外読み
417,A,b表外読み,①,x,39,因に僕と彼女は兄妹です。,因,ちなみ,,表外読み
418,A,b表外読み,①,x,40,和解の緒が見つからない。,緒,いとぐち,,表外読み
419,A,b表外読み,①,x,41,転た慚愧の念に堪えない。,転,うた,た,表外読み
420,A,b表外読み,①,,42,作り事だとは努努思わなかった。,努努,ゆめゆめ,,表外読み
421,A,b表外読み,①,,43,何があっても生き存えてみせる。,存,ながら,える,表外読み
422,A,b表外読み,①,,44,猫を一番で飼う。,番,つがい,,表外読み
423,A,b表外読み,①,x,45,彼の行いは人の道に戻る。,戻,もと,る,表外読み
424,A,b表外読み,①,,46,父の作業着は鈍色だ。,鈍,にび,,表外読み
425,A,b表外読み,①,x,47,妄りに信じてはいけない。,妄,みだ,り,表外読み
426,A,b表外読み,①,x,48,寡暮らしの父を気にかける。,寡,やもめ,,表外読み
427,A,b表外読み,①,x,49,祖父の時代に墾いた土地。,墾,ひら,く,表外読み
428,A,b表外読み,①,,50,クラスで彼女に敵う者はいない。,敵,かな,う,表外読み
429,A,b表外読み,①,,51,幼い子を拐すとは許せない。,拐,かどわか,す,表外読み
430,A,b表外読み,①,x,52,星が庭を清かに照らす。,清,さや,か,表外読み
431,A,b表外読み,①,,53,出世するほど頭を垂れて働く。,頭,こうべ,,表外読み
432,A,b表外読み,①,x,54,都てここに書いてある通りです。,都,すべ,て,表外読み
433,A,b表外読み,①,x,55,伝統に法って進められた。,法,のっと,る,表外読み
434,A,b表外読み,①,,56,万承ります。,万,よろず,,表外読み
435,A,b表外読み,②,,1,予め資料を作成しておく。,予,あらかじ,め,表外読み
436,A,b表外読み,②,,2,辛い貧困生活を堪え忍ぶ。,辛,つら,い,表外読み
437,A,b表外読み,②,x,3,団くなって花見を楽しんだ。,団,まる,い,表外読み
438,A,b表外読み,②,,4,陸でもない仕事にうんざりする。,陸,ろく,,表外読み
439,A,b表外読み,②,x,5,適入った喫茶店で旧友に会った。,適,たまたま,,表外読み
440,A,b表外読み,②,x,6,仕事は粗予定通りに進んだ。,粗,ほぼ,,表外読み
441,A,b表外読み,②,,7,流行の服を上手く着熟す。,熟,こな,す,表外読み
442,A,b表外読み,②,,8,応に故郷の事を知るべし。,応,まさ,に,表外読み
443,A,b表外読み,②,,9,互いに協力し合うことを盟う。,盟,ちか,う,表外読み
444,A,b表外読み,②,x,10,会社組織を人体に準える。,準,なぞら,える,表外読み
445,A,b表外読み,②,,11,邪なたくらみが暴かれる。,邪,よこしま,,表外読み
446,A,b表外読み,②,,12,客間を和風に設える。,設,しつら,える,表外読み
447,A,b表外読み,②,,13,事の真偽を厳しく質す。,質,ただ,す,表外読み
448,A,b表外読み,②,,14,捜査の網の目を潜り抜ける。,潜,くぐ,る,表外読み
449,A,b表外読み,②,,15,周く世間に知れ渡っている。,周,あまね,く,表外読み
450,A,b表外読み,②,,16,苦しい胸の裏を聞いてもらう。,裏,うち,,表外読み
451,A,b表外読み,②,x,17,日照りが続き草木が末枯れた。,末,うら,,表外読み
452,A,b表外読み,②,x,18,銀座を漫ろ歩く。,漫,そぞ,ろ,表外読み
453,A,b表外読み,②,x,19,名声を縦にした英雄だ。,縦,ほしいまま,,表外読み
454,A,b表外読み,②,,20,茶を点てて客人をもてなす。,点,た,てる,表外読み
455,A,b表外読み,②,,21,草で縄を糾う。,糾,あざな,う,表外読み
456,A,b表外読み,②,x,22,席を巻く勢いで人気を占める。,席,むしろ,,表外読み
457,A,b表外読み,②,,23,猛勉強して成績向上に力める。,力,つと,める,表外読み
458,A,b表外読み,②,x,24,先方の提案を諾う。,諾,うべな,う,表外読み
459,A,b表外読み,②,x,25,罷り間違えば大事故だ。,罷,まか,る,表外読み
460,A,b表外読み,②,x,26,辱いお言葉感謝いたします。,辱,かたじけな,い,表外読み
461,A,b表外読み,②,x,27,格下に負けて態がない。,態,さま,,表外読み
462,A,b表外読み,②,x,28,長年の凝りを捨てて和解する。,凝,しこ,り,表外読み
463,A,b表外読み,②,,29,水質の調査結果を報せる。,報,しら,せる,表外読み
464,A,b表外読み,②,x,30,冷たい水で喉を潤びらせる。,潤,ほと,びる,表外読み
465,A,b表外読み,②,x,31,相手をにらみ据えて嚇した。,嚇,おど,す,表外読み
466,A,b表外読み,②,,32,将軍を翼ける役職につく。,翼,たす,ける,表外読み
467,A,b表外読み,②,,33,バラの花が芳しい香りを放つ。,芳,かぐわ,しい,表外読み
468,A,b表外読み,②,,34,古寺の階を上る。,階,きざはし,,表外読み
469,A,b表外読み,②,,35,刺のある言葉に傷ついた。,刺,とげ,,表外読み
470,A,b表外読み,②,,36,宣教師として布教に勤しむ。,勤,いそ,しむ,表外読み
471,A,b表外読み,②,,37,彼の直向きさが信頼を生んでいる。,直,ひた,,表外読み
472,A,b表外読み,②,,38,前後の弁えもなく発言してしまう。,弁,わきま,える,表外読み
473,A,b表外読み,②,,39,皆が斉しく立ち上がった。,斉,ひと,しい,表外読み
474,A,b表外読み,②,,40,謙って敬意を示す。,謙,へりくだ,る,表外読み
475,A,b表外読み,②,x,41,目の前を黒い影が過った。,過,よぎ,る,表外読み
476,A,b表外読み,②,,42,窓から様子を斥う。,斥,うかが,う,表外読み
477,A,b表外読み,②,x,43,功績を称えた作家の碑がある。,碑,いしぶみ,,表外読み
478,A,b表外読み,②,,44,予想は外れたが寧ろ好い結果だ。,寧,むし,ろ,表外読み
479,A,b表外読み,②,x,45,恩師に事える。,事,つか,える,表外読み
480,A,b表外読み,②,,46,説教するなど痴がましい。,痴,おこ,がましい,表外読み
481,A,b表外読み,②,,47,翠は羽を以て自ら残なう。,残,そこ,なう,表外読み
482,A,b表外読み,②,,48,観光収入はドイツに比ぶ。,比,なら,ぶ,表外読み
